SiteId,SiteName,ItemId,ItemName,ItemEngName,ItemUnit,MonitorDate,MonitorValue00,MonitorValue01,MonitorValue02,MonitorValue03,MonitorValue04,MonitorValue05,MonitorValue06,MonitorValue07,MonitorValue08,MonitorValue09,MonitorValue10,MonitorValue11,MonitorValue12,MonitorValue13,MonitorValue14,MonitorValue15,MonitorValue16,MonitorValue17,MonitorValue18,MonitorValue19,MonitorValue20,MonitorValue21,MonitorValue22,MonitorValue23
5,土城,4,懸浮微粒,PM10,μg/m3,1997-10-15,68,91,81,72,70,62,63,73,85,79,98,112,113,113,97,101,75,48,54,73,78,79,71,68
5,土城,5,氮氧化物,NOx,ppb,1997-10-15,90,79,58,65,83,89,x,104,92,65,49,37,30,22,23,32,29,38,78,88,133,86,72,34
5,土城,6,一氧化氮,NO,ppb,1997-10-15,60,50,31,37,58,60,x,66,32,6.4,2.4,0.6,0.1,0.1,0,0.1,1.3,6.5,39,47,91,44,32,1.5
5,土城,7,二氧化氮,NO2,ppb,1997-10-15,30,29,27,28,26,29,x,38,60,58,47,36,30,22,23,32,28,32,39,40,43,42,40,32
5,土城,14,溫度,AMB_TEMP,℃,1997-10-15,23.3,23.4,23.3,23.4,22.9,22.7,22.7,25.6,28.1,30.1,31.6,32.2,30.9,30.7,31,29.7,28.3,27.4,25.8,25.1,24.9,25.1,24.8,24.6
6,板橋,1,二氧化硫,SO2,ppb,1997-10-15,16,16,23,22,20,16,11,13,15,18,20,22,10,8.7,8.5,6.1,3.4,4.3,4.2,15,15,15,19,6.2
6,板橋,2,一氧化碳,CO,ppm,1997-10-15,1.5,1.2,1.4,1.1,1.2,1.3,1.1,1.8,1.6,1.6,1.4,1.1,0.8,0.8,0.9,0.9,0.9,1.3,1.4,2.7,2.8,1.9,1.5,1.1
6,板橋,3,臭氧,O3,ppb,1997-10-15,3.2,2.5,2.7,x,2.4,1.6,1.5,4.1,14,44,107,92,66,56,50,32,23,13,11,3.5,3.1,1.4,2.1,8.7
6,板橋,4,懸浮微粒,PM10,μg/m3,1997-10-15,57,88,99,94,102,103,100,76,80,79,79,85,104,78,62,50,49,42,40,36,79,83,83,80
6,板橋,5,氮氧化物,NOx,ppb,1997-10-15,80,68,77,58,71,72,x,78,58,61,43,39,25,26,30,30,27,43,41,119,127,85,71,37
6,板橋,6,一氧化氮,NO,ppb,1997-10-15,48,38,43,28,36,41,x,47,19,9,1.1,1.4,1.5,2.2,3.3,3.9,5.6,9.9,8.4,66,76,42,29,5.9
6,板橋,7,二氧化氮,NO2,ppb,1997-10-15,33,30,34,30,35,31,x,31,39,52,42,37,23,23,27,27,21,33,32,53,51,43,41,31
6,板橋,8,總碳氫化合物,THC,ppm,1997-10-15,6.6,5.5,4.5,4.9,5,3.7,2.8,3,3,3.1,3.1,2.9,2.5,2.3,2.4,2.4,2.4,2.7,2.9,3.8,4.4,3.1,2.8,2.6
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,1997-10-15,1.7,1.2,1.2,1.2,1.3,1,0.7,0.9,0.9,1,0.9,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.9,1.6,1.6,0.9,0.7,0.4
6,板橋,14,溫度,AMB_TEMP,℃,1997-10-15,24.5,24.1,24.5,24.3,24.3,24.1,24.4,26.3,27.9,29.9,30.9,31.3,29.9,30,29.9,29.2,27.9,27.6,27.6,27.1,26.5,25.8,25.5,25.4
6,板橋,21,酸雨,PH_RAIN,pH,1997-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,板橋,22,導電度,RAIN_COND,μmho/cm,1997-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,板橋,31,甲烷,CH4,ppm,1997-10-15,4.9,4.2,3.3,3.7,3.6,2.7,2.1,2.1,2.1,2.1,2.2,2.3,2.1,2,2,2,2,2,2,2.3,2.8,2.2,2.1,2.1
6,板橋,32,降雨強度,RAIN_INT,㎜,1997-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,x,x,x,x
7,新莊,1,二氧化硫,SO2,ppb,1997-10-15,27,18,32,21,30,12,13,11,15,15,30,18,7.7,6,3.2,2.4,2.5,3.9,4.8,7.6,8.7,11,7.9,4.3
7,新莊,2,一氧化碳,CO,ppm,1997-10-15,2,1.5,1.7,1.6,1.6,1.4,1.6,1.7,1.9,1.6,1.1,0.9,0.6,0.6,0.6,0.7,0.7,0.9,1.4,1.9,2.3,1.9,1.4,1.1
7,新莊,3,臭氧,O3,ppb,1997-10-15,2.6,2.5,2.5,x,2.3,1.3,2.5,5.4,22,63,85,79,63,60,45,29,24,15,7.2,2.5,2.1,1.7,1.3,5.2
7,新莊,4,懸浮微粒,PM10,μg/m3,1997-10-15,29,55,65,81,130,109,98,98,98,98,96,81,80,64,47,32,32,32,40,48,72,86,91,74
7,新莊,5,氮氧化物,NOx,ppb,1997-10-15,94,73,89,91,96,106,x,76,63,52,40,30,15,13,16,14,17,29,47,75,95,86,51,37
7,新莊,6,一氧化氮,NO,ppb,1997-10-15,55,34,53,61,63,77,x,40,16,4.7,2.9,1.6,1.2,1.1,0.8,1.7,1.6,1.4,11,34,55,42,8.2,1.5
7,新莊,7,二氧化氮,NO2,ppb,1997-10-15,39,39,37,30,33,29,x,36,47,47,37,28,14,12,15,13,16,28,36,41,40,44,43,36
7,新莊,8,總碳氫化合物,THC,ppm,1997-10-15,3.2,x,3.9,4.6,3.4,3,3.4,2.6,2.4,2.4,2.2,2.1,1.6,1.5,2.1,1.9,2,2.1,2.3,2.8,3.2,2.8,2.4,2.4
7,新莊,9,非甲烷碳氫化合物,NMHC,ppm,1997-10-15,0.6,x,0.9,1,1,0.6,0.8,0.6,0.6,0.6,0.6,0.3,0.1,0.1,0.3,0.1,0.2,0.3,0.5,0.6,1,0.6,0.4,0.3
7,新莊,10,風速,WIND_SPEED,m/sec,1997-10-15,0.9,0.1,0.4,0.3,0.3,0.3,0.1,0.2,0.4,0.2,1.1,1.9,2.3,2.1,1.5,2,1.5,0.7,0.3,0.4,0.7,1.6,1.7,1.6
7,新莊,11,風向,WIND_DIREC,degrees,1997-10-15,229,888,888,183,888,31,6,61,116,46,284,350,347,3,347,357,57,46,19,17,18,77,78,77
7,新莊,14,溫度,AMB_TEMP,℃,1997-10-15,24.6,24.4,24.4,23.9,23.9,23.1,23.8,26,27.8,29.6,31.3,30.2,29.7,30,29.9,28.9,27.5,26.5,26.7,25.9,25.5,25.3,25.1,24.9
7,新莊,31,甲烷,CH4,ppm,1997-10-15,2.6,x,3,3.6,2.4,2.4,2.6,1.9,1.8,1.8,1.7,1.8,1.5,1.4,1.8,1.8,1.8,1.8,1.8,2.1,2.3,2.2,2,2.2
8,菜寮,1,二氧化硫,SO2,ppb,1997-10-15,4.2,21,20,25,17,12,8.2,13,12,11,14,9.7,7.1,4.7,4.1,3.4,2.7,3.5,9.6,9.1,13,4.4,2.8,2
8,菜寮,2,一氧化碳,CO,ppm,1997-10-15,1.9,2.3,2.2,1.8,1.5,1.6,1.7,2.8,3.2,3.1,2.2,1.3,1,0.9,0.9,1.1,1.2,1.6,2.1,2,1.8,1.6,1.4,1
8,菜寮,3,臭氧,O3,ppb,1997-10-15,0.2,1.4,0.9,x,0.2,0.1,0.4,2.4,8.7,31,70,56,51,39,36,18,13,8,0.1,0.1,0.2,4,4.1,8.6
8,菜寮,4,懸浮微粒,PM10,μg/m3,1997-10-15,54,69,108,136,173,152,118,109,109,104,146,206,155,104,76,75,56,55,55,52,73,58,54,54
8,菜寮,5,氮氧化物,NOx,ppb,1997-10-15,68,127,115,94,77,71,x,118,123,115,77,43,29,24,27,43,41,48,77,75,67,40,37,25
8,菜寮,6,一氧化氮,NO,ppb,1997-10-15,33,87,78,62,46,41,x,72,47,16,2.9,3.1,2.6,3.6,5.1,16,15,16,28,29,24,6.4,4.1,0.4
8,菜寮,7,二氧化氮,NO2,ppb,1997-10-15,35,40,37,33,31,30,x,45,76,98,74,40,26,20,22,27,25,33,48,46,43,34,33,24
8,菜寮,10,風速,WIND_SPEED,m/sec,1997-10-15,0.4,0.3,0.3,0.7,0.1,0.2,0.3,0.2,0.1,0.3,1.2,3.3,3.5,3,2.5,2.8,2.1,0.8,1.1,0.9,1.4,1.6,1.5,1.8
8,菜寮,11,風向,WIND_DIREC,degrees,1997-10-15,184,255,187,198,158,84,122,170,888,888,344,345,353,350,347,319,336,356,70,73,103,102,92,77
8,菜寮,14,溫度,AMB_TEMP,℃,1997-10-15,25.6,25.1,25,24.7,24.6,24.6,24.8,26.5,28.2,30,30.9,30.1,30.2,30.2,30.1,29.8,28.3,27.8,27.2,26.7,26.3,25.8,25.4,25.2
9,林口,1,二氧化硫,SO2,ppb,1997-10-15,6.1,17,9.6,4.4,3.6,6.8,11,10,9.8,11,15,6.2,6.5,2.4,1.3,0.5,0.6,1.6,3.2,2,9.4,9.1,4.8,4.9
9,林口,2,一氧化碳,CO,ppm,1997-10-15,1.2,1.2,0.7,0.6,0.6,0.8,1.3,1.3,0.9,1,0.9,0.6,0.4,0.4,0.4,0.4,0.4,0.5,0.8,0.9,1.9,1.6,1,1.3
9,林口,3,臭氧,O3,ppb,1997-10-15,4.4,4.2,11,x,9.9,4.9,5.9,8.9,18,34,58,72,59,54,47,39,36,30,28,16,6.3,5,8.2,5.5
9,林口,4,懸浮微粒,PM10,μg/m3,1997-10-15,196,157,87,52,34,23,37,54,71,67,67,62,66,40,36,23,20,20,34,35,33,55,56,53
9,林口,5,氮氧化物,NOx,ppb,1997-10-15,50,67,31,32,39,58,x,68,45,49,40,14,7.8,4.6,3.5,3.6,4.6,11,17,35,89,74,36,53
9,林口,6,一氧化氮,NO,ppb,1997-10-15,11,25,3,5,8.4,23,x,33,14,9.2,4.2,0.7,0.7,0.4,0.4,0.5,0.4,0.5,1,11,44,31,4.5,13
9,林口,7,二氧化氮,NO2,ppb,1997-10-15,39,42,28,27,30,35,x,35,31,40,36,13,7.1,4.2,3.1,3.1,4.2,11,16,24,44,44,31,39
9,林口,10,風速,WIND_SPEED,m/sec,1997-10-15,0.6,1,0.2,0.1,0,0.5,0.7,0.8,0.3,0.3,1.1,1.5,1.6,1.6,1.3,1.2,0.8,0.2,0.3,0.6,1.1,1.2,0.7,0.7
9,林口,11,風向,WIND_DIREC,degrees,1997-10-15,270,297,307,189,999,107,116,70,345,288,305,321,316,316,312,315,324,312,888,75,110,360,360,123
9,林口,14,溫度,AMB_TEMP,℃,1997-10-15,22.2,21.9,22.3,22.1,22.3,21.6,21.5,24,27,27.7,28.3,27.1,27.3,27.3,27.3,26.5,25,23.8,23.2,23.2,23.4,22.7,22.4,22.1
10,淡水,1,二氧化硫,SO2,ppb,1997-10-15,7.8,9.6,8.4,4.3,5.3,9.7,6.7,11,11,7.6,7.4,4.1,3.5,1.4,1.1,1.5,1.4,2.5,3,2.5,4.3,2.3,0.6,2.7
10,淡水,2,一氧化碳,CO,ppm,1997-10-15,1.6,1.2,1.3,1,1.1,1.4,1.3,1.8,1.4,1,1,0.7,0.8,0.7,0.7,0.8,0.8,1.4,1.4,1.4,1.6,1.2,0.8,1.2
10,淡水,3,臭氧,O3,ppb,1997-10-15,1.1,1.2,1.4,x,3.4,4.6,5.7,7.8,20,40,54,47,48,39,36,31,29,20,8.9,6.5,3.7,13,29,9.3
10,淡水,4,懸浮微粒,PM10,μg/m3,1997-10-15,75,71,63,62,55,65,66,64,89,91,77,76,54,43,34,33,33,29,34,43,45,60,57,48
10,淡水,5,氮氧化物,NOx,ppb,1997-10-15,67,50,47,36,45,71,x,85,55,35,28,15,16,14,13,17,16,34,40,33,48,28,9.8,32
10,淡水,6,一氧化氮,NO,ppb,1997-10-15,28,11,13,7.3,13,39,x,47,17,5.6,5,2.7,2.9,3.7,3.5,4.5,2.4,9.5,9.8,5.8,16,2.9,0.1,3.4
10,淡水,7,二氧化氮,NO2,ppb,1997-10-15,39,39,35,29,32,32,x,38,38,29,23,13,13,11,9.1,12,14,25,30,28,32,25,9.7,29
10,淡水,10,風速,WIND_SPEED,m/sec,1997-10-15,,0,,,0.1,,,0,0.3,,1.9,,,1.5,,,0.9,,,0,0.7,,0.4,
10,淡水,11,風向,WIND_DIREC,degrees,1997-10-15,,0,,,0,,,0,293,,315,,,315,,,338,,,0,45,,68,
10,淡水,14,溫度,AMB_TEMP,℃,1997-10-15,24.3,24.2,24.1,23.5,23.4,23.2,23.5,24.9,26.8,27.5,28.6,28.7,29.1,29.5,30,28.8,28.2,26.7,25.6,25.4,25.1,24.7,24.6,24.4
10,淡水,38,相對濕度,RH,percent,1997-10-15,,84,,,85,,,84,84,,78,,,73,,,75,,,78,80,,75,
11,士林,1,二氧化硫,SO2,ppb,1997-10-15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
11,士林,2,一氧化碳,CO,ppm,1997-10-15,1.7,1.8,1.1,1.3,1.3,1.2,1.2,1.7,1.8,1.7,1.1,0.8,0.7,0.7,0.7,0.7,0.8,1.8,1.8,1.7,1.5,1.3,1.8,1.4
11,士林,3,臭氧,O3,ppb,1997-10-15,0.8,1.7,1.2,x,1.8,1.6,1.9,4.2,13,40,77,56,52,48,42,30,21,25,8.4,1.3,1.1,1.7,1.7,2.5
11,士林,4,懸浮微粒,PM10,μg/m3,1997-10-15,76,66,62,47,37,46,49,49,49,56,75,73,68,61,50,27,40,41,133,139,108,95,52,49
11,士林,5,氮氧化物,NOx,ppb,1997-10-15,72,76,39,50,46,52,x,85,75,65,33,19,16,14,16,18,23,35,55,62,52,44,64,44
11,士林,6,一氧化氮,NO,ppb,1997-10-15,39,46,13,20,18,25,x,49,26,9.3,1.6,1.2,1.5,1.5,1.8,2.6,3.6,5.2,15,30,21,13,32,10
11,士林,7,二氧化氮,NO2,ppb,1997-10-15,33,30,26,30,28,27,x,36,49,56,31,18,15,13,14,15,19,30,40,32,31,31,32,34
11,士林,10,風速,WIND_SPEED,m/sec,1997-10-15,0,0.1,0.6,0.6,0.8,0.7,0.5,0,0,0.5,1.1,3.5,3.4,3.3,3.1,3.2,2,1.5,0.8,0.7,0.9,0.8,0.4,0.6
11,士林,11,風向,WIND_DIREC,degrees,1997-10-15,225,888,168,146,147,152,169,212,284,311,317,343,344,336,334,337,327,252,173,175,177,182,888,156
11,士林,14,溫度,AMB_TEMP,℃,1997-10-15,23.6,23.4,23.1,23.3,23.2,23,23,25.2,26.8,28.2,29.3,28.8,28.8,28.6,28.6,28,27.2,26.2,25.4,24.8,24.4,23.9,23.8,23.8
12,中山,1,二氧化硫,SO2,ppb,1997-10-15,4.4,7,11,11,10,7.5,8.1,11,14,13,13,11,7.1,5.9,4.5,2.9,2.4,11,9.2,10,10,3.7,3.8,3.1
12,中山,2,一氧化碳,CO,ppm,1997-10-15,1.9,2,2,1.5,1.2,1.5,1.6,2.4,3,3.6,2.5,1.4,1,0.9,0.9,1,1.2,1.4,1.6,1.5,1.5,1.3,1.3,1
12,中山,3,臭氧,O3,ppb,1997-10-15,1.5,1.9,2.1,x,1.4,1.6,2.1,3.7,7,23,90,81,59,58,57,30,16,5.8,2.7,2.3,2.8,7.5,5.7,10
12,中山,4,懸浮微粒,PM10,μg/m3,1997-10-15,45,45,72,90,91,91,77,69,79,109,136,147,129,95,61,35,18,39,47,47,47,38,35,35
12,中山,5,氮氧化物,NOx,ppb,1997-10-15,x,x,x,x,x,x,x,x,x,x,x,x,x,28,21,30,38,66,72,70,68,48,52,39
12,中山,6,一氧化氮,NO,ppb,1997-10-15,x,x,x,x,x,x,x,x,x,x,x,x,x,3.8,1.7,4.5,8,17,25,26,28,13,15,9.1
12,中山,7,二氧化氮,NO2,ppb,1997-10-15,x,x,x,x,x,x,x,x,x,x,x,x,x,24,19,25,30,49,47,44,40,35,37,29
12,中山,8,總碳氫化合物,THC,ppm,1997-10-15,3.1,3.9,4.4,3.2,2.8,4.1,4.6,4.4,4.5,4.6,3.9,2.8,2.4,2.2,2.2,2.5,3,2.4,2.5,2.5,2.5,2.3,2.3,2.3
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,1997-10-15,0.6,1.2,1.1,0.6,0.4,0.6,0.6,1,1.1,1.2,0.9,0.4,0.2,0,0.1,0.2,0.4,0.2,0.3,0.2,0.2,0.1,0.1,0
12,中山,14,溫度,AMB_TEMP,℃,1997-10-15,25.3,24.9,24.8,24.4,24.2,24,24,26.1,27.8,29.7,30.6,30.3,30.2,30.1,30.2,29.1,28,26.9,26.1,25.8,25.4,25,24.8,24.8
12,中山,31,甲烷,CH4,ppm,1997-10-15,2.5,2.7,3.3,2.6,2.4,3.5,4,3.5,3.5,3.5,3.1,2.4,2.2,2.2,2.1,2.3,2.6,2.2,2.2,2.3,2.3,2.2,2.2,2.2
13,萬華,1,二氧化硫,SO2,ppb,1997-10-15,8.4,13,26,14,6.2,2.2,4.8,5.6,9.3,12,13,13,7.3,5.8,5.2,3.6,2.1,2.6,10,8.9,10,12,6.5,4.1
13,萬華,2,一氧化碳,CO,ppm,1997-10-15,1.8,1.5,1.6,1.3,1.1,0.9,1.3,1.6,1.6,1.5,1.4,1.5,0.9,0.8,0.9,1,1,1.3,2.7,2.4,2.4,1.9,1.4,1.1
